AllCue,AllCueDerivative,AllTarget,AllTargetDerivative,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,conf12,conf13,conf14,tr,idnum
0.01337379,-0.0162137,-0.2296081,0.007064951,-0.5040134,-0.3880067,-0.156,0.1890134,-0.1720269,0.4079731,-0.6440067,-0.8450202,-1.076993,-0.1699866,0.0001034721,-0.0003631783,0.000813608,0.005931765,0.1373575,0.001523479,-0.0005170039,-0.0002781212,5.223889e-05,-0.006032621,-0.01674272,0.01506966,0.4626883,0.7494806,24,101
-0.005173969,-0.01396088,-0.1474544,0.187966,-0.7570135,0.2499933,0.328,-0.4279866,0.4139732,-0.06402685,-0.2260067,0.1969799,-0.1499933,-0.1199866,-9.363185e-05,-0.0003631783,0.000811708,-0.0001881845,0.1464375,0.009373479,-0.0002067739,-1.589117e-05,6.383886e-06,-0.005938921,0.01107028,0.006115557,-2.38041,0.3718656,25,101
-0.01467416,-0.006350188,0.1446036,0.1159827,-0.8610134,1.520993,0.681,-0.5869866,2.089973,0.6559732,0.3699933,0.8359799,0.9680067,-0.2659866,0.0006535081,-0.0003631783,0.000728108,-0.0002036635,0.1497575,0.009319479,0.0007374661,-1.589117e-05,-7.528011e-05,0.0001655001,0.00530928,-0.001788043,-3.017223,0.04269162,26,101
-0.01805049,0.003512443,0.0843678,-0.1212356,0.4829866,0.2759933,0.159,0.2580134,-0.3990268,0.3229732,-0.03400671,0.4299799,-0.2319933,0.1350134,0.0007666181,-0.0003631783,0.000740408,-0.0001907695,0.1452175,0.009308479,0.0001034361,-1.589117e-05,2.059589e-05,0.0001938741,-0.00255572,-0.001745243,-0.3533487,0.2976086,27,101
-0.007843174,0.02110463,-0.09833589,-0.1307541,0.8609866,-0.5290067,-0.59,0.7020134,-0.4180269,-0.3760268,-0.9670067,-0.08602014,-0.05599329,-0.2399866,0.0001782821,-0.0003631783,0.000679008,-0.0001891595,0.1373475,0.03579948,-0.0005980139,-1.589117e-05,-5.310111e-05,0.0001825893,-0.00587672,0.02475666,-1.02584,-0.06577708,28,101
0.02401854,0.01153332,-0.1785954,0.08209753,-0.7420134,-1.068007,-0.066,0.6090135,-0.8760268,-0.8900268,-0.04900671,0.06197986,-0.9569933,-0.3589866,-0.0003337119,7.384169e-05,3.448802e-05,-0.0002359811,0.06928348,-0.04151849,-0.0005216739,0.0004211288,-0.0006362261,0.0001341571,-0.06607972,-0.07905234,1.82689,-1.190676,29,101
0.01525079,-0.01379753,0.06397085,0.2010153,-0.5840134,-1.323007,-1.244,-0.9129866,-1.265027,-1.522027,-1.425007,-1.30802,-0.4399933,-0.9109866,-0.001685012,7.384169e-05,3.448802e-05,-0.0002359816,0.06934448,-0.1169945,-0.001360974,-1.589117e-05,8.293886e-06,0.0001809786,0.00204948,-0.07721034,-2.140907,-1.414272,30,101
-0.003595294,-0.01373474,0.2228568,0.1357753,-0.5790134,1.177993,-0.175,-0.5829866,1.344973,-0.7770269,-0.03800671,0.5509799,-0.02099329,-1.206987,-0.001134612,7.384169e-05,3.448802e-05,-0.0002359811,0.06929448,-0.07624852,0.0005408061,-1.589117e-05,8.293886e-06,0.0001809795,0.00193738,0.03901266,-2.105332,-0.6947105,31,101
-0.01233658,0.009610788,0.3358009,0.008335756,-0.7610134,1.202993,0.305,-1.066987,1.000973,-0.2190268,-0.2690067,0.2639799,-0.7609933,-0.4229866,-0.0008382719,7.384169e-05,3.448802e-05,-0.0002359811,0.08787948,-0.08592952,0.0002866161,-1.589117e-05,8.293886e-06,0.0001809791,0.02057328,-0.01141594,-2.294205,-0.2413298,32,101
0.01546243,0.01619459,0.2404177,-0.02792714,-0.7230134,0.2119933,-0.067,-0.6179865,-0.5200268,-0.2960269,-0.1870067,-1.25102,-0.9609933,0.04301342,-0.0005506319,7.384169e-05,3.448802e-05,-0.0002359812,0.08785748,-0.08377552,0.0002779661,-1.589117e-05,8.293886e-06,0.0001809789,0.00196668,0.0004197574,0.1562093,0.07486322,33,101
0.02003494,-0.007314194,0.2803209,-0.07746294,-0.7020134,0.1499933,-0.468,0.5180134,0.02897315,-0.4330268,-0.4530067,0.1189799,-0.3679933,-0.3199866,-0.0007314219,7.384169e-05,3.448802e-05,-0.0002359811,0.08786948,-0.05349352,-0.0001904639,-1.589117e-05,8.293886e-06,0.0001809792,0.00199958,0.02854766,0.6456193,-0.2391986,34,101
0.0008404251,-0.01605274,0.08608153,-0.2128162,0.2799866,-0.3090067,-0.576,0.4750134,-0.3520268,0.01797315,-0.3330067,0.2249799,0.1750067,0.1920134,-0.0007944919,7.384169e-05,3.448802e-05,-0.0002359804,0.08519448,-0.03066352,-7.274387e-05,-1.589117e-05,8.293886e-06,0.0001809798,-0.0006860201,0.02109666,-0.04741567,-0.5190758,35,101
-0.01216509,-0.001268331,-0.1457706,-0.1691688,-0.2120134,-0.3070067,-0.322,-0.2899866,-0.7830268,-0.09802685,-0.005006713,-0.4830201,0.5200067,0.1300134,-0.0004791319,0.0001257337,8.319802e-05,-0.004575035,0.08397848,-0.03470302,0.0003056861,3.600083e-05,5.699989e-05,-0.004158121,0.0007722799,-0.005774143,-0.2446747,-0.07959248,36,101
-0.001859187,0.01783425,-0.2539672,0.001398083,0.3579866,-1.347007,-1.706,-0.1689866,-1.057027,-1.461027,-0.8000067,-1.03502,-0.9899933,0.09401342,-0.0003417219,7.384169e-05,0.000140108,-0.002703935,0.07506548,-0.05349852,0.0001277461,-6.778317e-05,6.519889e-05,0.002052179,-0.00692502,-0.02052934,2.042199,-0.2735232,37,101
0.02339465,0.006041423,-0.1452698,0.1959259,-1.058013,0.4229933,0.241,0.3030134,0.4019732,-0.2700269,0.3249933,0.06697987,0.1790067,-0.2259866,-0.0005023719,0.0001434807,0.000435228,-0.0002144195,0.06707848,-0.03505972,-0.0001703239,5.374783e-05,0.0003034239,0.002670479,-0.00599882,0.01670366,1.653555,-0.4829162,38,101
0.01024771,-0.01519117,0.1361763,0.2031203,0.1159866,0.4439933,-0.231,-0.1719866,0.6239732,-0.02702685,0.3879933,-0.2600201,0.2720067,-0.3709866,-0.0004790019,7.384169e-05,0.000254248,0.005913365,0.06967548,-0.06191052,1.369513e-05,-8.553017e-05,-0.0001726961,0.006308779,0.00458578,-0.02858534,-1.850787,-0.463619,39,101
-0.007032782,-0.01283922,0.2607822,0.07368099,-1.696013,1.080993,1.013,-0.5449866,-0.3740269,-0.1550268,0.8789933,0.09097986,-0.5729933,-0.1979866,-0.0005673219,0.0001253477,0.000715818,-0.0002093455,0.08868148,-0.05349952,-9.799887e-05,3.561483e-05,0.0004698739,-0.005941721,0.02099328,0.006676357,0.8582293,0.1101821,40,101
-0.01556669,-0.005599963,0.2840225,-0.1132868,0.1749866,-0.5290067,-0.519,0.05301342,-0.3500268,-0.5350269,-0.03400671,-1.01002,0.1110067,-0.2529866,-0.0004319319,0.0002337017,0.000294188,0.009884265,0.06872448,-0.06902652,0.0001257161,9.245883e-05,-0.0004133461,0.01027398,-0.01796872,-0.01726134,2.775734,0.6330986,41,101
-0.01841355,-0.001281488,0.03481826,-0.226395,0.6529866,-0.1800067,-0.221,0.9110134,0.4049732,1.587973,0.7909933,-0.5200201,-0.007993288,0.4190134,-7.115185e-05,7.384169e-05,0.000294188,-0.0002294867,0.06346248,-0.03906442,0.0003511061,-0.0001757512,8.293886e-06,-0.009932021,-0.00327302,0.02822766,1.169505,0.2483115,42,101
-0.01832548,0.0007452447,-0.1695034,-0.06758408,0.4959866,-1.617007,-1.709,0.6540134,-1.911027,0.2669731,-1.072007,-1.36802,-0.6279933,0.1130134,-0.0005228819,0.0001420117,8.116802e-05,-0.0002260025,0.05410948,-0.05349352,-0.0004614039,5.227883e-05,-0.0002047161,0.0001844633,-0.00736502,-0.01616334,2.164956,-0.5747114,43,101
-0.01711841,0.005141998,-0.1021891,0.1508951,-0.5900134,-0.4550067,-0.63,-1.224987,-0.6930269,0.1969731,-0.2960067,-0.7030201,-0.4969933,0.1580134,-0.0007314219,7.384169e-05,0.000294188,-0.006117135,0.05337648,-0.03746872,-0.0002182039,-8.406117e-05,0.0002213039,-0.005710121,0.00125488,0.01429066,-0.7540187,-0.7878114,44,101
-0.008230481,0.02104101,0.130811,0.06265192,-0.4940134,-0.1400067,-0.084,-0.5129866,0.3589732,0.5459732,0.07199328,-0.08802013,-0.1279933,-0.3219866,-3.621852e-06,7.384169e-05,6.117802e-05,-0.004813235,0.04908448,-0.06161552,0.0007181261,-1.589117e-05,-0.0002247161,0.001484879,-0.00230332,-0.02588034,1.183049,-0.3832501,45,101
0.02482136,0.01313519,0.02289712,-0.1359733,-0.1020134,0.1249933,0.42,0.5750134,0.2329732,0.8109731,1.087993,0.1929799,0.4470067,0.5600134,-0.0001750119,7.384169e-05,0.000294188,-0.01211274,0.03964748,-0.03907272,-0.0001810739,-1.589117e-05,0.0002413039,-0.007118221,-0.00744842,0.02080766,0.4311733,0.7081428,46,101
0.01807145,-0.0132994,-0.1419359,-0.123198,0.2149866,-0.5690067,-0.268,0.1800134,-0.005026845,0.2359732,-0.8210067,0.5179799,0.4130067,-0.5299866,-0.0003545219,7.384169e-05,0.000294188,-0.009331635,0.02896048,-0.03771982,-0.0001891739,-1.589117e-05,8.293886e-06,0.002961779,-0.00869872,-0.0003814426,2.949905,1.736887,47,101
-0.001781374,-0.01557802,-0.2251893,-0.05421379,0.03898658,0.04699329,0.714,-0.9539866,0.1349732,1.047973,-0.06200671,-0.2180201,0.6990067,-0.1309866,-0.0001750119,7.384169e-05,0.000294188,-0.01010534,0.04406648,-0.02550352,0.0001698261,-1.589117e-05,8.293886e-06,-0.0005927409,0.01709428,0.01048266,-1.10215,1.224839,48,101
-0.01319294,-0.007850621,-0.2525034,-0.00141636,1.252987,-0.1770067,0.016,0.5200134,0.5899731,0.7139731,0.8269933,0.02997987,-0.1799933,0.8610134,0.0003381381,7.384169e-05,0.000294188,-0.0002294867,0.04625648,-0.05350452,0.0005034761,-1.589117e-05,8.293886e-06,0.01005688,0.00417908,-0.02973534,-0.6797387,0.6109226,49,101
-0.01765097,-0.002476198,-0.2303095,0.1560433,0.5799866,-1.296007,-1.797,0.4210134,-0.2770269,0.6839732,-0.6670067,-1.03002,0.2320067,-0.4449866,-0.0006968519,7.384169e-05,0.000294188,-0.01213774,0.01557348,-0.02721652,-0.001044674,-1.589117e-05,8.293886e-06,-0.01172702,-0.02869572,0.02455366,0.7308663,0.1971359,50,101
-0.01833713,0.001056267,0.05741552,0.1956753,-0.5900134,0.1459933,0.858,-0.6719866,0.6119731,0.6519732,-0.2330067,1.28298,-0.3479933,0.2030134,-0.0003891119,7.384169e-05,0.000134728,-0.007925435,0.04033348,-0.03249132,0.0002980761,-1.589117e-05,-0.0001511661,0.004392879,0.02674828,-0.007009443,0.3213873,0.2453173,51,101
-0.01573385,0.01784938,0.1604273,0.02844649,0.3789866,-0.9760067,-0.967,0.1320134,-0.6570269,-0.04002685,-0.7000067,0.3169799,0.4930067,-0.2119866,-0.0002967619,7.384169e-05,-1.297198e-05,-0.0002287742,0.02552248,-0.06842552,8.266913e-05,-1.589117e-05,-0.0001394061,0.007877679,-0.01282172,-0.03766834,-0.4537057,-0.07300098,52,101
0.0171799,0.02759077,0.1142509,0.03747388,-0.7800134,-0.05400671,0.818,0.1280134,0.2289732,-0.3590268,-0.09000672,-0.03402014,-0.1469933,-0.2459866,-0.0001219519,0.0002024517,0.000294188,-0.005642335,0.01555948,-0.04176473,0.0001651361,0.0001127188,0.0003154539,-0.005232621,-0.00797512,0.02492566,0.4924233,0.3011454,53,101
0.03943907,0.01398828,0.2350681,-0.02132622,-0.06801343,0.8899933,0.535,0.4600134,1.268973,-2.684785e-05,0.3829933,1.73598,1.627007,-0.04898658,-0.0002967619,7.384169e-05,0.000294188,-0.0002294867,0.01556848,-0.02337452,-0.0001844839,-0.0001445012,8.293886e-06,0.005593879,0.00199678,0.01665566,0.1162413,-0.1112407,54,101
0.04526489,-0.01140001,0.07194381,-0.07059148,-0.2370134,0.8459933,2.279,0.1240134,0.7359732,1.056973,0.8139933,0.6379799,0.3280067,0.05101342,-0.0001106419,7.384169e-05,0.000294188,-0.0002294867,0.03268148,-0.05004432,0.0001764561,-1.589117e-05,8.293886e-06,0.0001809791,0.01910128,-0.02840334,-2.325607,-0.5407269,55,101
0.01677812,-0.02373854,0.09334965,0.046788,-0.2230134,-0.02000671,0.622,0.2070134,-0.9950268,-0.4560268,0.4329933,-0.2540201,0.08000671,0.5040134,-0.0001869419,7.384169e-05,0.000294188,-0.0002294865,0.01558848,-0.04994832,-8.597387e-05,-1.589117e-05,8.293886e-06,0.0001809793,-0.01510472,-0.001638363,1.189635,-0.2267396,56,101
-0.002222933,0.001693193,0.1650999,-0.0606426,0.4529866,-0.9320067,-1.079,-0.5539866,-0.05102684,0.1659731,-0.1910067,-0.7860201,1.053007,-0.8249866,-0.0007185619,0.0002583717,0.000294188,0.006750065,0.03950648,-0.07231152,-0.0005412939,0.0001686388,8.293886e-06,0.007160479,0.02590728,-0.02409734,-1.642096,0.09264232,57,101
0.02005384,0.007838758,-0.02796797,-0.1762456,0.4339866,0.1339933,0.557,0.7240134,0.3029732,0.6859731,0.4389933,0.4859799,-0.03599329,0.4340134,-0.0001678019,7.384169e-05,0.000262918,-0.0002310707,0.01558348,-0.03233692,0.0005410861,-0.0002004212,-2.296811e-05,-0.006800121,-0.02193572,0.03824066,2.730458,0.9741716,58,101
0.01346107,-0.01285978,-0.1884662,-0.1114497,0.5669866,-0.3410067,-0.351,0.7740134,-0.1020268,-0.4390269,-0.6930067,0.2139799,0.9690067,0.2180134,-0.0004326619,7.384169e-05,0.000231988,-0.0002258146,0.01559148,-0.008058521,-0.0002745339,-1.589117e-05,-2.263711e-05,0.0001862352,0.00199638,0.02254366,1.871267,1.109735,59,101
-0.005693905,-0.01458077,-0.2528089,-0.03691145,-0.2280134,-0.7050067,-0.543,-0.5579866,0.04397315,-0.1510268,-0.5060067,-1.54502,-0.3469933,-0.3639866,9.398148e-06,7.384169e-05,2.197802e-05,-0.0002339817,0.01559548,-0.02502552,0.0004323861,-1.589117e-05,-0.0002017261,0.000172812,0.00199268,-0.01870034,0.9783633,0.3116248,60,101
-0.0158294,-0.006602924,-0.2645781,0.007233179,0.1849866,-0.6380067,-0.949,0.1020134,-0.5310269,-0.9730268,-0.2720067,-0.3730201,-0.1919933,-0.04098658,0.0004899681,0.0001838617,-2.471976e-06,-0.01008414,-0.001245223,-0.03231052,0.0004708961,9.412883e-05,-1.615411e-05,-0.009669221,-0.01485272,-0.009019543,2.230724,0.01573212,61,101
-0.01908197,-0.00151164,-0.2406952,0.149228,2.054987,-0.8400067,-1.614,1.250013,0.5349732,0.6999731,0.1319933,-0.3450201,0.2200067,0.1960134,-0.0003617919,7.384169e-05,-0.000198692,-0.003710535,-0.003999723,-0.007926521,-0.0008614439,-0.0001259112,-0.0001879261,0.006554479,-0.0007662201,0.02264966,0.7318113,0.07787012,62,101
-0.019052,0.000780039,0.0316542,0.2065387,0.6189866,1.501993,1.19,-0.3479866,0.9499731,0.6909731,1.344993,0.5059798,0.04800671,0.9550134,-0.0002417319,7.384169e-05,0.000320818,-0.0002294583,0.002995477,-0.007927521,0.0001103961,-1.589117e-05,0.0005278039,0.003662079,0.00898308,-0.001735543,0.06734433,0.3998612,63,101
-0.01772106,0.001453196,0.1716292,0.06725366,1.175987,-0.1110067,-0.333,0.8060134,-0.3030268,0.1229732,-0.1140067,0.2189799,0.1610067,0.5990134,-2.126185e-05,7.384169e-05,-0.000198692,-0.0002347355,0.006826477,-0.05296052,0.0002107961,-1.589117e-05,-0.0005112161,0.0001757019,0.00582008,-0.04676734,2.524309,-0.4736963,64,101
-0.01633778,0.001243834,0.1661644,0.03906435,0.7509866,0.3399933,0.496,0.9340134,0.7079732,0.6879732,0.3109933,-0.04502014,-0.02699329,0.5550134,-0.0002164919,0.0001559477,3.060802e-05,-0.0002403454,-0.003559823,-0.01441452,-0.0002049039,6.621483e-05,0.0002375939,0.0001753692,-0.00839872,0.03681166,1.417175,-0.3551646,65,101
-0.01541829,0.0007845675,0.2497312,-0.05967068,1.110987,0.6069933,0.879,1.273013,0.7459731,1.474973,0.2979933,2.39398,0.6260067,0.6820134,-0.0002120519,7.384169e-05,3.218802e-05,0.01090526,-0.01423282,-0.000584521,-5.237872e-06,-9.799717e-05,9.868886e-06,0.01132698,-0.00868472,0.01209566,-1.955357,-0.3963216,66,101
-0.01494871,0.0004226533,0.04724758,-0.201011,-0.8460134,0.1669933,0.46,-0.3899866,-0.02002684,0.7219732,0.5079933,-0.4610201,0.6390067,-0.1619866,0.0003255781,-2.527431e-05,-0.000198692,-0.0002348569,0.006627477,-0.01148752,0.0005279561,-0.0001150072,-0.0002225861,-0.01095902,0.02284828,-0.01263734,1.062156,-0.07054498,67,101
-0.01475057,0.0002224425,-0.1529596,-0.05045625,-0.3300134,-0.6680067,-1.291,0.3850134,0.4149731,-0.4690269,-0.1820067,-0.1310201,-0.5109933,-0.3689866,0.0001044421,0.0003524817,-0.000198692,-0.0002370744,-0.005945623,-0.03623372,-0.0002308039,0.0003618688,8.293886e-06,0.0001787616,-0.01058472,-0.02648034,1.022742,-0.5424385,68,101
-0.01468037,0.000134504,-0.05541482,0.146965,-0.7310134,0.8109933,0.401,0.4280134,0.2349732,-0.3010268,0.3919933,0.4089799,0.2000067,0.2040134,0.0001596881,7.384169e-05,0.000204608,-0.0002480075,-0.01230602,0.005974479,4.557213e-05,-0.0002945312,0.0004115939,0.0001700451,-0.00437212,0.04047466,-1.487271,-0.6477065,69,101
-0.01465774,0.0001026328,0.1397471,0.06489688,-0.6200134,0.5739933,0.17,-1.004987,1.058973,-0.09702685,0.02399329,0.9479799,1.077007,-0.4979866,0.0001596881,7.384169e-05,-0.000198692,-0.007133235,-0.008459023,-0.01399652,-9.673872e-06,-1.589117e-05,-0.0003950061,-0.006704221,0.00583528,-0.02170634,-0.8529237,-1.396218,70,101
-0.01465116,0.004265483,0.07420963,0.04172152,0.4619866,-0.3800067,0.068,-0.9279865,0.2749732,-0.3540269,-0.1740067,0.2599799,-0.3009933,0.1220134,-0.0001138519,7.384169e-05,-0.000198692,-0.008177635,-0.01464812,-0.01140552,-0.0002832139,-1.589117e-05,8.293886e-06,-0.0008634209,-0.00420082,0.0008566574,-1.181875,-0.309755,71,101
