AllCue,AllCueDerivative,AllTarget,AllTargetDerivative,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,conf1,conf2,conf3,conf4,conf5,conf6,conf7,conf8,conf9,conf10,conf11,conf12,conf13,conf14,tr,idnum
-0.006302803,0.02023739,0.2226669,0.1388933,1.336987,0.5879933,-0.494,1.218013,1.143973,0.6399731,0.5529933,0.2319799,0.07000671,0.5640134,0.0002599581,7.384169e-05,-0.000198692,-0.0002347355,-0.02348052,-0.03572632,0.0003641361,-1.589117e-05,8.293886e-06,0.008123879,-0.00684422,-0.02605534,-0.02417167,-1.185616,72,101
0.02569149,0.02027555,0.3522746,0.03546516,1.024987,0.2469933,0.081,0.5800134,0.4449731,-0.2370269,0.8909933,1.43798,0.1040067,0.1960134,5.465815e-05,7.384169e-05,-8.894198e-05,-0.01315774,-0.03634452,-0.02099152,-0.0002149739,-1.589117e-05,0.0001180439,-0.01274202,-0.01087472,0.01300066,-0.4366257,-0.4133302,73,101
0.03428443,0.007128088,0.2945755,-0.1704018,0.01398658,0.9809933,0.242,-0.4339866,1.272973,0.2109731,0.9709933,0.6539799,0.4660067,-0.2339866,0.0001596881,7.384169e-05,-0.000198692,-0.009611335,-0.01834332,-0.001638521,9.535613e-05,-1.589117e-05,-0.0001014561,0.003727779,0.01998928,0.01761766,-1.217053,0.2477047,74,101
0.04002898,-0.01005739,0.01213767,-0.1279863,0.9779866,0.8029933,0.714,-0.1949866,0.4449731,0.4139732,0.9799933,-0.2030201,0.4410067,0.4960134,0.0001596881,7.384169e-05,-0.000198692,-0.0002347355,-0.01112252,-0.04225252,-9.673872e-06,-1.589117e-05,8.293886e-06,0.009557579,0.00920908,-0.04234834,-0.1416617,0.2460339,75,101
0.01428117,-0.02424918,0.03774446,0.05942364,-0.3390134,1.006993,0.657,-0.5039866,-0.4300269,0.3249731,1.192993,0.7299799,-0.8939933,0.09101342,-2.550185e-05,7.384169e-05,8.162802e-05,-0.0002414271,-0.01646462,-0.01421952,-0.0001948639,-1.589117e-05,0.0002886139,0.0001742875,-0.00335382,0.02629866,1.921709,1.260769,76,101
-0.008493248,-0.01625037,0.1302648,-0.04170545,-0.9660134,0.2119933,0.591,-1.486987,-0.6930269,-0.6710269,0.6859933,-1.18202,-0.1979933,0.03801342,5.457815e-05,7.384169e-05,-0.000278776,-0.004272535,-0.03098252,-0.04225216,7.039913e-05,-1.589117e-05,-0.0003521061,-0.003850121,-0.01252972,-0.02976734,3.139789,1.095776,77,101
-0.01836322,0.006252813,-0.04588696,-0.1476078,-0.3460134,-0.6200067,-0.788,-0.2419866,-1.274027,-0.6500268,-0.3360067,-0.8730202,-0.3299933,0.007013421,0.0001596881,0.0002051317,-0.000122364,-0.0002489515,-0.03241052,-0.04225149,9.543613e-05,0.0001153988,0.0001647039,0.004204579,0.0005605799,-0.00173367,4.395239,0.9760913,78,101
0.003816832,0.02007253,-0.1661225,0.05487261,-1.876013,-0.04100671,0.659,-1.491987,-0.2600268,-0.6310268,-0.4570067,-1.07902,-0.8459933,-0.6049866,-0.0004066819,7.384169e-05,0.000142098,-0.009257235,-0.03239252,-0.02696752,-0.0005760439,-0.0001471812,0.0002727539,-0.008827321,0.00200658,0.01354966,2.007418,0.2470636,79,101
0.02170294,0.0007949449,0.06203728,0.1412811,-0.09701342,0.9089933,1.113,-0.6309866,0.8529731,0.8349731,0.9649933,0.5589799,0.6170067,0.1530134,0.0001836531,7.384169e-05,-0.0001991412,-0.0002505495,-0.03239352,-0.02121052,0.0005806561,-1.589117e-05,-0.0003329461,0.009187679,0.00198708,0.004022857,-0.2476987,-0.6092905,80,101
0.005421876,-0.005373742,0.1158507,-0.05973641,0.7079866,0.3319933,0.235,0.4210134,-0.2690268,0.7359732,0.5279933,0.2779799,-0.04999329,0.3310134,0.0004858981,7.384169e-05,-0.000254869,-0.009671535,-0.03842952,-0.02548252,0.0002925761,-1.589117e-05,-4.743411e-05,-0.009240021,-0.00404742,-0.006007043,0.8385553,-0.1626634,81,101
0.01088499,0.01005396,-0.0577339,-0.03360428,1.627987,-0.9000067,-1.725,1.131013,-0.7810269,-1.520027,-0.7380067,0.2029799,-0.06599329,0.1310134,-4.275185e-05,7.384169e-05,-0.000267547,-0.02148474,-0.05421052,-0.04229001,-0.0005383339,-1.589117e-05,-4.383114e-06,-0.01163202,-0.01379372,-0.01854134,0.7194193,0.6827215,82,101
0.02548806,0.008621768,0.04740644,0.1300182,0.8569866,1.478993,1.504,1.519013,2.204973,0.1089731,1.652993,1.13498,1.965007,0.6310134,-0.0004159219,0.0001664787,-1.222198e-05,-0.007127335,-0.05420852,0.000456479,-0.0003828439,7.674583e-05,0.0002636139,0.01453898,0.00199058,0.04101166,-1.641395,0.587497,83,101
0.02816359,0.003053136,0.2016346,0.1365117,1.802987,0.05899329,-0.345,0.6010134,0.6389732,-0.1720269,-0.7610067,0.3759799,1.070007,-0.5899866,-0.0002218919,0.0001353677,-0.000267547,-0.000230912,-0.02433352,-0.02390452,0.0001843561,-4.700217e-05,-0.0002470261,0.007077379,0.03186328,-0.02609534,-0.6606617,0.6503882,84,101
0.03164346,-0.01042081,0.3205947,-0.008442667,-1.342158e-05,0.9399933,0.946,0.1000134,0.5769732,-0.08002685,0.3719933,0.4849799,0.3820067,0.3050134,0.0003612481,7.384169e-05,-0.000267547,-0.01097574,-0.04631552,-0.02387552,0.0005734661,-7.741717e-05,8.293886e-06,-0.01056402,-0.01999372,-0.001705243,0.4908993,-0.1564343,85,101
0.007389392,-0.02165546,0.1855565,-0.1981568,0.1599866,-0.08900671,0.609,0.4840134,-1.489027,0.5819732,0.4129933,-1.13002,-0.2989933,1.179013,0.0002053301,7.384169e-05,-0.0002049819,-0.01252574,-0.05420052,-0.01618452,-0.0001655939,-1.589117e-05,7.085889e-05,-0.001368721,-0.00589712,0.005957157,1.371177,0.003602723,86,101
-0.01172757,-0.01329603,-0.07564081,-0.2046282,-0.1420134,-0.3850067,0.43,-0.3349866,-0.3140269,0.3229732,0.06799329,-0.8500202,-0.7109933,0.5680134,-0.0001103619,7.384169e-05,-0.0001929455,-0.01226774,-0.04845952,-0.001109521,-0.0003253639,-1.589117e-05,2.032989e-05,0.0004389791,0.00772888,0.01334066,-1.593264,-0.2565323,87,101
-0.01936332,-0.004365566,-0.2250324,-0.09823464,0.3089866,0.4819933,1.725,-0.9909866,-0.2500268,2.110973,0.9309933,-0.2510201,0.5140067,0.9220134,0.0003361781,7.384169e-05,-0.000267547,-0.01023574,-0.03644552,0.002307479,0.0004368661,-1.589117e-05,-6.630711e-05,0.002212579,0.01400328,0.001681857,-3.127725,-0.7666267,88,101
-0.02065951,0.002860525,-0.2742492,-0.02304235,0.8009866,-0.8250067,-0.919,-0.4179866,-1.566027,-0.3960268,-0.9050067,-0.3910201,-0.3919933,-0.1509866,0.0005384381,7.384169e-05,-0.000267547,-0.009537435,-0.03214452,-0.02386152,0.0001925861,-1.589117e-05,8.293886e-06,0.0008796291,0.00628918,-0.02790334,2.238748,-0.4030304,89,101
-0.01384989,0.02100504,-0.2735219,0.01600728,0.6159866,-0.5190067,-1.043,0.6010134,0.08997316,-0.1500269,-0.05300671,1.01298,-0.1399933,-0.2149866,4.993815e-05,0.0004835017,-0.000267547,-0.006611035,-0.06520252,0.01762448,-0.0004981739,0.0003937688,8.293886e-06,0.003107279,-0.03107072,0.03975166,-2.231376,-0.5825798,90,101
0.02117877,0.0163285,-0.2446355,0.1476672,-0.3020134,-0.3650067,0.48,-0.5929866,-1.374027,-0.3120269,0.2329933,0.1449799,0.3940067,0.02501342,-0.001089612,0.0003238417,-0.000267547,-0.0002379633,-0.07104052,-0.004187521,-0.001149274,-0.0001755512,8.293886e-06,0.006554079,-0.00384882,-0.02354634,-2.790768,-0.411154,91,101
0.0188195,0.00206036,0.01956746,0.2367718,-0.6370134,0.7519933,0.758,-0.1719866,0.7349732,-0.3330269,0.3409933,0.2559799,0.2200067,0.5630134,0.0004578181,7.384169e-05,-0.000267547,-0.007767435,-0.07110552,-0.03572582,0.001537826,-0.0002658912,8.293886e-06,-0.007348521,0.00192318,-0.03327234,-0.6242407,-0.2406153,92,101
0.02529948,0.004713568,0.2280898,0.1699617,-0.6890134,0.2249933,0.69,-0.03198658,0.09797315,-0.06502685,0.2009933,-0.4020201,0.6200067,-0.1039866,-0.0001168119,7.384169e-05,-0.000267547,-0.003746335,-0.07834952,-0.006808521,-0.0005843039,-1.589117e-05,8.293886e-06,0.004202079,-0.00525562,0.02718366,-1.050378,0.4332892,93,101
0.02828071,-0.007569692,0.3597985,-0.01199785,0.4449866,1.719993,1.763,-0.3379866,1.634973,1.183973,0.4929933,1.64898,0.6870067,-0.4169866,0.0002677381,7.384169e-05,-0.0001968635,-0.0002312144,-0.07110652,0.01268648,0.0003748761,-1.589117e-05,7.897689e-05,0.003696179,0.00923118,0.01776066,-3.055468,-0.2964861,94,101
0.01020985,-0.0009745855,0.2051131,-0.2130468,-0.3440134,-0.3530067,-0.452,-0.9199866,-0.3470268,-0.5280268,-1.361007,-0.8950201,0.1270067,-0.8339866,0.0006128081,7.384169e-05,-0.000267547,-0.0002284627,-0.07109552,-0.02390152,0.0003353961,-1.589117e-05,-6.238911e-05,0.0001837308,0.00199908,-0.03832234,2.03256,0.4698409,95,101
0.02628625,0.002747411,-0.06611152,-0.2118049,-0.2960134,0.2939933,0.551,0.03501342,0.04697315,0.006973152,0.6139933,-0.8780202,-1.035993,0.08101342,0.0005987781,7.384169e-05,-0.000267547,-0.0002284627,-0.07406952,0.001117479,-2.370587e-05,-1.589117e-05,8.293886e-06,0.0001809791,-0.0009855201,0.02328566,-0.3074237,-0.4381864,96,101
0.01574392,-0.0159325,-0.2197777,-0.0843692,-0.7160134,0.2519933,0.843,-0.3829866,-0.2810268,0.05997315,-0.3220067,-0.3220201,-1.252993,0.3670134,0.0001826321,7.384169e-05,-0.0002023964,-0.0002318523,-0.07109452,0.002336479,-0.0004258139,-1.589117e-05,7.344389e-05,0.0001775895,0.00496268,-0.0005158426,-1.260876,-0.1133999,97,101
-0.005594928,-0.01610144,-0.2369606,0.1386473,0.2419866,0.1719933,0.706,-0.7869866,-0.4450268,0.7669732,-6.712754e-06,-1.70302,-0.3049933,0.4930134,-0.0002075719,0.0002336317,-0.000267547,-0.0002344771,-0.07112452,-0.008884521,-0.0003998839,0.0001438988,-5.685611e-05,0.0001783543,0.00195868,-0.01295534,-2.420863,-0.2391916,98,101
-0.01658736,-0.007027451,0.05531331,0.1787077,-0.7870134,0.1999933,0.327,-0.2599866,1.071973,-0.7830268,-0.2990067,0.9109799,-0.3319933,-0.1769866,4.061815e-05,0.0002680717,8.975802e-05,-0.0002351375,-0.05999452,-0.02393652,0.0002385161,1.854883e-05,0.0003655939,0.0001803186,0.01311828,-0.01678634,5.09347,0.4618719,99,101
-0.01983604,-0.001364291,0.1198295,-0.05540784,0.05998658,0.2229933,0.569,-0.9429866,-0.001026845,0.1979732,0.1079933,-0.2640201,0.2670067,-0.2489866,5.480815e-05,7.384169e-05,-4.795198e-05,-0.0002566925,-0.07111052,0.000497479,4.523128e-06,-0.0002101212,-0.0001294161,0.0001594241,-0.00912772,0.02269966,1.35969,1.366222,100,101
-0.01951923,0.003773539,-0.05577924,-0.1513512,0.1759866,-0.9420067,-1.623,-0.6649866,-1.252027,-0.4820268,-1.477007,-0.7390202,-0.04699329,-0.6939866,0.0003479081,0.0001904717,-0.000391772,-0.005279435,-0.07110952,-0.03248062,0.0002834161,0.0001007388,-0.0003355261,-0.004841821,0.00198938,-0.03471234,3.493451,0.2276351,101,101
-0.01249058,0.02092617,-0.1840981,-0.09060226,0.8979866,-1.581007,-1.634,0.6720134,-1.121027,-0.3570268,-1.584007,0.01297987,-1.354993,-0.2499866,0.0002197971,7.384169e-05,-0.000211899,-0.005775635,-0.07109452,0.01530848,-0.0001377839,-0.0001325212,0.0001881639,-0.0003151809,0.00200308,0.04605466,3.248236,-0.03558148,102,101
0.02216844,0.01581974,-0.2389018,0.02471368,0.4159866,-0.6310067,-0.143,-0.2139866,-0.7180268,-0.006026848,-0.3180067,-0.04902013,-0.3249933,-0.05698658,0.0001424641,7.384169e-05,-0.000391772,-0.0002270638,-0.07110952,0.01530548,-8.700687e-05,-1.589117e-05,-0.0001715761,0.005729579,0.00197388,-0.001737343,-0.8401527,-0.6274691,103,101
0.01916649,-0.01139959,-0.1368847,0.1957765,-0.01301342,0.1059933,0.216,0.01601342,-0.1250268,-0.1630269,0.2599933,0.5779799,-0.5229933,0.3020134,0.0002814081,0.0001980817,-0.000391772,-0.0002247105,-0.07107752,-0.03574012,0.0001292661,0.0001083488,8.293886e-06,0.0001833322,0.00202048,-0.05278034,1.278307,-1.017045,104,101
-0.0006289268,-0.01585454,0.150988,0.1074579,0.3149866,-0.3890067,-0.816,0.4130134,0.6909731,-0.1250268,0.2299933,0.5469799,1.338007,0.06901342,-0.0001853619,0.0002456017,-0.000391772,-0.0002252234,-0.08873852,-0.02840052,-0.0004764439,3.162783e-05,8.293886e-06,0.0001804663,-0.01567272,0.005605357,1.481826,-0.2834127,105,101
-0.01264487,-0.008344041,0.07792254,-0.1270426,-0.4600134,0.3409933,-0.306,-0.3209866,-0.8190269,-0.6610269,-0.7260067,0.5199798,-0.6329933,-0.8519866,-0.001024412,0.0002657917,-0.000513742,-0.0002176365,-0.08260952,-0.01110352,-0.0008487539,4.294832e-06,-0.0001136761,0.0001885656,0.00811678,0.01556266,0.7949403,0.4182756,106,101
-0.01748248,-0.00277062,-0.1036004,-0.1390875,-0.3350134,0.7809933,-0.09000001,-0.5899865,-0.4320269,-0.08802685,-0.06300671,-0.3430201,-0.5299933,-0.1919866,-0.0008309219,0.0001514167,-0.000664472,-0.0002181375,-0.06203952,-0.01385752,0.0001838461,-0.0001302612,-0.0001424361,0.0001804788,0.02255828,-0.004488643,0.1648953,-0.3456276,107,101
-0.01837702,0.0001022708,-0.2017359,0.03980456,-0.6810134,-0.2850067,-1.391,0.06001342,0.04997316,-1.147027,-1.624007,-0.5770202,-0.3549933,-1.072987,-0.0005571919,0.0003521417,-0.000563942,-0.0002127865,-0.08872952,-0.02841452,0.0002640561,0.0001848288,0.0001088139,0.0001863295,-0.02470172,-0.01629034,1.727792,0.3729155,108,101
-0.01747356,0.001155699,-0.02600458,0.1791497,0.3709866,0.2959933,0.105,0.6080134,-0.05402685,0.1039732,-0.05000671,-0.3060201,0.08300671,0.4940134,-0.0002896019,0.0001035167,-0.000391772,-0.0001979105,-0.08869652,0.01655748,0.0002579161,-0.0002645112,0.0001804639,0.0001958551,0.00202198,0.04323766,-0.4967737,0.4979167,109,101
-0.01625649,0.001169543,0.1554992,0.01587185,-0.6350134,0.7479933,0.755,-1.153987,0.7729732,-0.03202685,-0.6140067,-0.6030201,0.002006712,-0.3919866,-0.0001324519,0.0001035167,-0.000391772,-0.0001979105,-0.06592652,0.03233248,0.0001474661,-1.589117e-05,8.293886e-06,0.0001809791,0.02475728,0.01403966,-1.623916,0.4276693,110,101
-0.01531894,0.0126375,0.005654857,-0.1535525,-0.3370134,-0.7810067,-1.9,-0.2049866,-0.9930268,-0.1360269,-1.336007,-0.8230201,-0.7169933,-0.3159866,0.0002739681,0.0001035167,-0.000391772,-0.0001979105,-0.06404252,0.01653348,0.0003967461,-1.589117e-05,8.293886e-06,0.0001809791,0.00387268,-0.01753334,1.487366,-0.3774475,111,101
0.008838969,0.02107812,-0.1524991,-0.06451915,-0.4460134,-1.654007,-1.858,0.5190134,-0.7150268,-0.5330268,-0.9420067,-0.9270201,-1.119993,-0.02898658,8.242515e-05,0.0001035167,-0.000555702,-0.0001846595,-0.08867352,0.04304948,-0.0002012139,-1.589117e-05,-0.0001556361,0.0001942301,-0.02264272,0.02478166,0.3641483,-1.066051,112,101
0.02678481,1.005718e-05,-0.1251309,0.1466838,-1.283013,-0.1180067,0.276,0.02001342,-0.3250268,0.1029732,0.1379933,-0.3900201,-0.1779933,0.2640134,-0.0003105119,0.0001035167,-0.000292468,-0.0002055425,-0.08087052,0.04937648,-0.0004026039,-1.589117e-05,0.0002715339,0.0001600961,0.00979078,0.004593157,-2.561916,-1.212876,113,101
0.008900962,-0.01729444,0.1392688,0.1520707,-0.7070134,-0.5710067,-0.489,-0.4399866,-0.01902684,-0.7330268,-0.7280067,-0.4040201,-0.4289933,-0.5159866,-0.0004808019,-2.661309e-06,-0.000592092,-0.0001756235,-0.06514252,0.002975479,-0.0001799639,-0.0001220712,-0.0002913361,0.0002108981,0.01771628,-0.04813534,0.2700943,-1.380641,114,101
-0.007856242,-0.01226274,0.1788386,0.08098941,0.7719866,0.3259933,0.534,1.075013,0.2729732,0.1709732,0.5549933,0.5999799,0.2270067,0.2030134,-9.375185e-05,0.0001035167,-0.000313072,-0.0002053405,-0.08868752,0.05180748,0.0003773661,9.028883e-05,0.0002873139,0.0001512611,-0.02155572,0.04709666,-0.8156197,-0.9916301,115,101
-0.01576482,-0.005117006,0.3012894,0.1065266,0.5019866,0.5159933,0.936,-0.4229866,0.9829731,-0.3140269,0.03599329,0.2709799,-0.3739933,0.1270134,-6.946185e-05,0.0001035167,-0.000523282,0.005307565,-0.06866652,0.03534648,1.461913e-05,-1.589117e-05,-0.0002019061,0.005693879,0.02200828,-0.01819434,-1.710775,-0.2222947,116,101
-0.01827214,0.007998657,0.3925948,-0.01950384,-0.4280134,0.2899933,0.596,0.9990134,0.4659731,-0.2740268,-0.3270067,1.26998,0.2680067,0.6150134,0.0003688081,0.0001035167,-0.000631792,-0.0001881085,-0.07177052,0.009015479,0.0004285961,-1.589117e-05,-0.0001002161,-0.005314721,-0.00111552,-0.02806534,1.379311,-0.63993,117,101
3.743123e-05,0.02182533,0.2634777,-0.214572,0.2139866,-0.5230067,-0.073,1.063013,0.3619731,0.02597315,0.3289933,0.8099799,0.1000067,0.6500134,0.0001171091,0.0001035167,-0.000391772,-0.0001979105,-0.08870552,0.04773048,-0.0002613739,-1.589117e-05,0.0002483139,0.0001711773,-0.01494672,0.03698066,0.7395393,-0.07023398,118,101
0.02527975,0.005440028,-0.03605046,-0.2407135,-0.1430134,0.8339933,1.219,-0.1809866,0.4449731,0.1729731,0.9039933,0.6649799,-0.4349933,0.4160134,0.0002924981,4.348769e-05,-0.000503432,-0.0001898575,-0.07439952,0.06669748,0.0001657161,-7.592117e-05,-0.0001033661,0.0001890323,0.01629428,0.01723266,-3.119645,-0.1821828,119,101
0.01095145,-0.01586024,-0.2190679,-0.05793187,0.08098658,-0.8340067,-0.356,1.440013,-1.029027,0.008973152,-0.07200671,-0.1000201,-0.2269933,0.007013421,0.0004531581,0.0001035167,-0.000710892,-0.0001762655,-0.08867752,0.01720648,0.0001509761,4.413883e-05,-0.0001991661,0.0001945711,-0.01229072,-0.05122534,1.521377,-0.9473161,120,101
-0.006482114,-0.008834409,-0.1540211,0.1702117,-0.1370134,0.5579933,1.029,1.167013,0.8169731,0.7799731,0.9249933,0.2279799,0.7440067,-0.1949866,7.134515e-05,0.0001035167,-0.000391772,-0.0001979105,-0.08870852,0.07662748,-0.0003914839,-1.589117e-05,0.0003274139,0.0001593341,0.00195748,0.05768866,-1.348722,-0.7179257,121,101
-0.006850433,0.01438517,0.1195999,0.199145,0.2589866,0.9239933,1.24,0.1280134,0.8659732,1.554973,1.093993,1.29398,1.628007,0.2180134,0.0001966811,-5.727831e-05,-0.000535882,-0.0001766265,-0.08868552,0.05958748,0.0001156661,-0.0001766812,-0.0001358161,0.0002022641,0.00201178,-0.01878034,-1.836887,-0.6992147,122,101
0.02215322,0.01058598,0.2439908,0.0793109,-0.5060134,1.498993,1.763,0.6460135,0.6639731,1.124973,1.689993,1.37998,0.6320067,0.2380134,0.0006459581,0.0001035167,-0.000683672,-0.007558535,-0.08864352,0.04265648,0.0004396061,0.0001448988,-0.0001394961,-0.007200921,0.00203008,-0.01866134,-0.4612407,-0.7745539,123,101
0.01433905,-0.01326536,0.2786153,-0.1043701,0.7249866,0.03499329,-0.211,1.044013,0.9559731,0.05697315,-0.03000671,1.40798,-0.3769933,0.2140134,0.0006459581,0.0001035167,-0.000391772,-0.01034474,-0.08864252,0.05960748,-9.673872e-06,-1.589117e-05,0.0003001939,-0.002605421,0.00198958,0.01521166,0.4478083,-0.1680639,124,101
-0.004401069,-0.01438503,0.03583109,-0.2235985,-0.08401342,-0.6720067,-0.609,0.01101342,0.7659731,-0.4200268,-0.9260067,0.4069799,-0.2159933,-0.4459866,0.0002032201,0.0001035167,-0.000670012,-0.01417774,-0.08868652,0.07131748,-0.0004524139,-1.589117e-05,-0.0002699461,-0.003652021,0.00194378,0.009977657,-0.2784387,-0.3121505,125,101
-0.01455313,-0.00682401,-0.1693122,-0.1454457,-0.05501342,-0.3280067,-0.137,-1.039987,-0.4690269,-0.02202685,-0.2320067,-1.95302,0.3310067,-0.6339866,0.0005720781,-0.0003200883,-0.000802492,-0.01350774,-0.08864052,0.05960748,0.0003591761,-0.0004394912,-0.0001241861,0.0008513791,0.00203418,-0.01344034,-1.56073,-0.6875717,126,101
-0.0182246,-0.001889995,-0.2568984,-0.05152011,0.8959866,-0.5550067,-0.814,-0.3679866,-0.3750268,-0.2020269,-0.3970067,-0.7170201,-0.01699329,-0.2369866,0.0008249381,-7.555831e-05,-0.000802492,-0.01761174,-0.09661952,0.05963748,0.0002431861,0.0002286388,8.293886e-06,-0.003923421,-0.00599002,-0.001704343,0.9044273,-0.4336673,127,101
-0.01852793,0.0005067351,-0.2746636,-0.0006296022,1.872987,1.860993,1.486,1.096013,0.6309731,1.682973,2.414993,0.4839799,0.7590067,0.6630134,-0.0002954019,-9.077831e-05,7.236802e-05,0.002209765,-0.1590725,0.2819575,-0.001129974,-3.111317e-05,0.0008831539,0.02000298,-0.06046172,0.2205757,-3.52706,3.095223,128,101
-0.01740754,0.001276453,-0.2605647,0.10509,1.709987,-1.341007,-2.203,1.481013,0.7599731,0.4279732,-1.640007,1.28298,-0.1689933,0.04101342,0.0008230481,0.0003888517,-0.000150572,0.007672065,-0.2419025,0.1438675,0.001108726,0.0004637388,-0.0002146461,0.005643279,-0.08084172,-0.1398143,-2.027554,2.923991,129,101
-0.01616555,0.001127953,-0.06681455,0.2204223,2.104987,0.8159933,0.677,0.8930134,0.9519732,1.677973,1.551993,1.78998,0.9100067,2.111013,0.0005215681,0.0004556317,-0.000552892,0.01779026,-0.1531225,0.1868075,-0.0003111539,5.088883e-05,-0.0003940261,0.01029898,0.09077028,0.04119966,-3.484961,0.5048547,130,101
-0.01533562,0.003442327,0.1789951,0.05930188,0.9639866,-0.02800671,-0.477,2.180013,0.6009732,1.522973,1.290993,1.43298,0.8320067,0.7380134,0.0008379281,0.0006629117,-0.000793582,-0.0002114445,-0.1659125,0.1393375,0.0003066861,0.0001913888,-0.0002323961,-0.01782102,-0.01080572,-0.04920134,-1.472775,0.4477971,131,101
-0.00946052,0.01966975,0.05183181,-0.1250136,1.111987,-1.068007,0.122,0.1440134,0.1259732,0.2759731,-0.1710067,0.1919799,-0.5519933,1.373013,-0.0001063219,0.0004216017,-0.000743412,-0.0001598805,-0.1131325,0.1698775,-0.0009539239,-0.0002572012,5.846489e-05,0.0002325431,0.05476628,0.02880866,-1.828138,1.122456,132,101
0.02385515,0.01468629,-0.07167609,0.04359572,-0.1280134,-2.983007,-1.965,-1.597987,-2.570027,-2.907027,-2.492007,-5.06502,-2.267993,0.2310134,0.0006864081,0.0004216017,-0.000793582,0.001897165,-0.1221325,0.1238675,0.0007830661,-1.589017e-05,-4.187711e-05,0.002237979,-0.00700872,-0.04775234,0.5691313,0.5897834,133,101
0.01993853,-0.01209418,0.1377123,0.09053815,-1.973013,-2.304007,-2.296,-2.683987,-1.979027,-2.297027,-2.545007,-4.12702,-1.995993,-0.9879866,0.0005878881,0.0003025817,3.540802e-05,-0.0001891205,-0.1468825,0.2220275,-0.0001082019,-0.0001349112,0.0008372739,-0.001905321,-0.02276672,0.09643466,-1.704281,1.313183,134,101
-0.000327328,-0.01618944,0.1092199,-0.1127212,-3.009013,-2.085007,-2.125,-3.400987,-2.803027,-2.321027,-2.644007,-4.78702,-2.051993,-2.217987,0.001083458,0.0004216017,-0.000314702,-0.0001788815,-0.1242425,0.1548775,0.0004859061,0.0001031288,-0.0003418061,0.0001912191,0.02463228,-0.06889134,-1.06685,-0.1015197,135,101
-0.01254105,-0.00847935,-0.08806438,-0.1576723,-2.438013,-1.817007,-2.494,-2.396987,-2.075027,-2.200027,-2.326007,-3.55102,-1.691993,-2.369986,0.001154548,0.0004216017,-0.00018475,0.002174165,-0.1238525,0.1936775,6.141713e-05,-1.589117e-05,0.0001382439,0.002533979,0.00237928,0.03707066,0.2786173,0.3602115,136,101
-0.01745096,-0.002818163,-0.2075241,-0.08049557,-1.419013,-2.326007,-2.555,-2.314987,-1.236027,-2.248027,-3.021007,-1.20302,-0.9949933,-2.272987,0.0009686281,0.0004216017,-0.000310432,-0.0001729255,-0.09529052,0.1798675,-0.0001955939,-1.589117e-05,-0.0001173861,-0.002166121,0.03054828,-0.01555234,-0.04622167,-0.1061393,137,101
-0.01836812,8.764427e-05,-0.2511001,-0.02320993,0.5269866,-0.6950067,-1.111,-0.4549866,-0.3950269,-2.243027,-1.439007,-0.3990201,-0.2729933,-0.5379866,0.001161388,0.0004216017,-0.0002056951,0.005196765,-0.09525252,0.1483975,0.0001831261,-1.589117e-05,0.0001130339,0.005550679,0.00202548,-0.03319734,0.1628523,-1.048049,138,101
-0.01747124,0.001151242,-0.2562238,0.004158852,0.8589866,-0.3660067,-1.293,0.5110134,-1.748027,-1.048027,-0.2640067,0.2849799,0.9180067,-0.3179866,0.001071658,0.0005588117,-3.994198e-05,-0.0002329065,-0.1002745,0.1724775,-9.944787e-05,0.0001213288,0.0001740539,-0.005248721,-0.00303312,0.02234566,-0.4119497,-1.141393,139,101
-0.01625649,0.001130694,-0.2450899,0.01853534,-0.9470134,-0.4740067,-0.501,-0.4969866,-0.4770268,-0.9550268,-0.5270067,0.3799799,1.372007,-0.7619866,0.0009562281,0.0005125417,-0.000382382,-0.007151135,-0.09528952,0.1713175,-0.0001251039,-6.216317e-05,-0.0003341461,-0.006737221,0.00697298,-0.002898343,0.08430733,-0.06795208,140,101
-0.01539432,0.0008472926,-0.2214005,0.1404088,1.027987,-0.2410067,-0.712,0.4610134,-0.2970268,0.2099731,-0.04200671,0.3799799,1.365007,-0.4439866,0.001018738,0.0006016217,-0.000505162,-0.0002067365,-0.1127625,0.1261075,5.284113e-05,7.318783e-05,-0.0001144861,0.007125379,-0.01548572,-0.04694134,-0.06121867,-0.5137859,141,101
-0.01474184,0.0134983,0.03360835,0.2399943,-0.3570134,1.409993,1.269,0.7810134,0.5469731,0.8529731,1.633993,1.18698,0.8250067,0.9780134,0.001082188,0.0006016217,-0.000462942,-0.006313435,-0.1127525,0.1283175,5.377713e-05,-1.589117e-05,5.051789e-05,-0.005925721,0.00199528,0.0004716574,-0.04245767,-0.2848569,142,101
0.01142578,0.02056097,0.2578456,0.174953,0.03398658,1.057993,1.718,0.4610134,0.2489732,1.038973,1.680993,1.45698,0.3930067,1.179013,0.0005537181,0.0006016217,-0.000563502,-0.0001996765,-0.1128325,0.1260675,-0.0005381439,-1.589117e-05,-9.226611e-05,0.006294779,0.00191328,-0.003978343,-0.2749987,0.1044575,143,101
0.02634121,0.001934633,0.3839828,-0.03233507,0.1809866,2.272993,2.575,0.5800134,2.050973,2.004973,2.758993,2.94698,1.280007,0.7910134,0.0008077981,0.0006016217,-0.000563502,-0.0001996765,-0.1006195,0.1423575,0.0002444061,-1.589117e-05,8.293886e-06,0.0001809798,0.01420028,0.01454866,-1.516141,-0.409379,144,101
