Finger          FingerDeriv     Foot            FootDeriv        Lips           LipsDeriv
-1.630435e-01	-2.408704e-18	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.630435e-01	-2.408704e-18	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.630435e-01	-2.408704e-18	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.630435e-01	5.565631e-03	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.519122e-01	1.230544e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
8.306537e-02	2.953318e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
4.387514e-01	2.945977e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
6.722608e-01	1.700792e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
7.789098e-01	7.326433e-02	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
8.187895e-01	2.094541e-02	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
8.208006e-01	-1.144980e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
5.897934e-01	-2.928195e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
2.351616e-01	-2.940706e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
1.652277e-03	-1.700792e-01	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.049967e-01	-7.326433e-02	-1.630435e-01	2.061112e-18	-1.630105e-01	1.043884e-05	
-1.448764e-01	-2.651104e-02	-1.630435e-01	5.565631e-03	-1.630105e-01	1.043884e-05	
-1.580188e-01	-8.556392e-03	-1.519122e-01	1.230544e-01	-1.630105e-01	1.043884e-05	
-1.619892e-01	-2.512334e-03	8.306537e-02	2.953318e-01	-1.630105e-01	1.043884e-05	
-1.630435e-01	-5.271585e-04	4.387514e-01	2.945977e-01	-1.630105e-01	1.043884e-05	
-1.630435e-01	-2.408704e-18	6.722608e-01	1.700792e-01	-1.630105e-01	1.043884e-05	
